path,bce,dice,total
../data/train/3121971276396344749,0.0004,0.0998,0.1001
../data/validation/5621668417975069714,0.0002,0.0998,0.1
../data/train/8668075508905454989,0.0005,0.0998,0.1004
../data/validation/5878497399913341416,0.0003,0.0998,0.1001
../data/train/5888190205775387825,0.0001,0.0998,0.0999
../data/train/5925000451744510773,0.0003,0.0998,0.1001
../data/train/7851468859757170956,0.0002,0.0998,0.1
../data/train/4684601275933881758,0.0042,0.0998,0.104
../data/train/8415858055168123298,0.0009,0.0998,0.1006
../data/train/3890845854066573999,0.0002,0.0998,0.1
../data/train/5909023412319047597,0.0004,0.0998,0.1002
../data/train/4699427209516646365,0.0011,0.0998,0.1009
../data/train/2354928895925747882,0.0004,0.0998,0.1002
../data/validation/5683124038208117816,0.0002,0.0998,0.1001
../data/train/6536962563800073656,0.0002,0.0998,0.1
../data/train/5914454786058510544,0.0003,0.0998,0.1001
../data/validation/3326467501285444015,0.001,0.0998,0.1009
../data/train/1228353452546513723,0.0003,0.0998,0.1001
../data/train/2432427448902354258,0.0003,0.0998,0.1001
../data/train/4942812523598347346,0.0004,0.0998,0.1002
../data/train/769117238658188076,0.0002,0.0998,0.1001
../data/validation/4124855405898419417,0.0002,0.0998,0.1001
../data/train/8319140892120245848,0.0004,0.0998,0.1002
../data/train/7692546864730165055,0.0002,0.0998,0.1
../data/validation/3070003110336189315,0.0004,0.0998,0.1002
../data/validation/6083891661219530814,0.0007,0.0998,0.1005
../data/train/4065902715744249190,0.0002,0.0998,0.1
../data/train/7862003675173980923,0.001,0.0998,0.1008
../data/train/8319157467045790594,0.001,0.0998,0.1008
../data/train/1409225075725800930,0.0002,0.0998,0.1001
../data/validation/2910252631238530115,0.0002,0.0998,0.1
../data/train/867158474245090986,0.0002,0.0998,0.0999
../data/validation/6049251013090487014,0.0002,0.0998,0.1001
../data/train/8813810217936458460,0.0004,0.0998,0.1001
../data/train/5024123704342197939,0.0003,0.0998,0.1001
../data/train/5876463946890413882,0.0002,0.0998,0.1001
../data/train/7698770950698474470,0.0003,0.0998,0.1001
../data/validation/3991233152983841817,0.0002,0.0998,0.1
../data/train/4712660548943688292,0.0005,0.0998,0.1004
../data/train/2033334558492495545,0.0001,0.0998,0.0999
../data/validation/5550889968112014812,0.0005,0.0998,0.1004
../data/validation/3241629256366319114,0.0007,0.0998,0.1004
../data/train/1817184720523367852,0.0008,0.0998,0.1006
../data/validation/5292576406720917816,0.0002,0.0998,0.1
../data/train/4610659492271355396,0.0005,0.0998,0.1003
../data/train/7761492296502575141,0.0002,0.0998,0.1
../data/train/2446200988518695476,0.0001,0.0998,0.0999
../data/train/5134978896186288330,0.0002,0.0998,0.1
../data/train/1292768973970221654,0.0005,0.0998,0.1003
../data/train/2056894747748410535,0.0002,0.0998,0.1
../data/train/7328757566102744874,0.0002,0.0998,0.1
../data/train/2678488283318426951,0.0005,0.0998,0.1003
../data/validation/2175560254054684210,0.0002,0.0998,0.0999
../data/validation/2159488910740367713,0.0002,0.0998,0.1
../data/train/380022979751870254,0.0006,0.0998,0.1004
../data/train/3967637228234238292,0.0001,0.0998,0.0999
../data/train/1490059920504718587,0.0004,0.0998,0.1003
../data/train/5140709020711830139,0.0002,0.0998,0.1
../data/train/1490005517674935973,0.0002,0.0998,0.0999
../data/train/8626578881190980154,0.001,0.0998,0.1009
../data/train/5830553521674667378,0.0002,0.0998,0.1
../data/train/7243825988973596697,0.0003,0.0998,0.1001
../data/train/5165586234178944728,0.0002,0.0998,0.1001
../data/train/7759316623350375472,0.0011,0.0998,0.1009
../data/validation/4759140571195452514,0.0002,0.0998,0.1
../data/train/1861725054056765632,0.0003,0.0998,0.1001
../data/train/1910460038112202244,0.0038,0.0998,0.1036
../data/train/3352500021206633940,0.0004,0.0998,0.1002
../data/train/5964192050151583837,0.0002,0.0998,0.1
../data/train/7913604493799797646,0.0002,0.0998,0.1
../data/train/7336743113899910165,0.0002,0.0998,0.1
../data/train/6119187808033242634,0.0002,0.0998,0.1
../data/train/6583882432688131140,0.0002,0.0998,0.1
../data/train/5134650377733484666,0.0003,0.0998,0.1001
../data/train/149286511267173470,0.0003,0.0998,0.1001
../data/validation/2077631575032323515,0.0003,0.0998,0.1001
../data/train/8392022600286824659,0.0008,0.0998,0.1006
../data/train/5122215884465460932,0.0004,0.0998,0.1002
../data/train/2408975585346139129,0.0002,0.0998,0.1
../data/train/1301568651766409891,0.0007,0.0998,0.1005
../data/train/8615166453602191492,0.0006,0.0998,0.1004
../data/train/5846486896202871998,0.0013,0.0998,0.1012
../data/train/2025098102766235775,0.0003,0.0998,0.1001
../data/train/8443915190215904823,0.0002,0.0998,0.1
../data/train/3100030261539450060,0.0003,0.0998,0.1001
../data/train/3087106457120384369,0.0002,0.0998,0.1
../data/train/1850555126773044958,0.0002,0.0998,0.1
../data/train/7325947937836473592,0.0001,0.0998,0.0999
../data/train/4591508212575724777,0.0002,0.0998,0.1
../data/train/4768448843299725771,0.0013,0.0998,0.1011
../data/train/127527614884703053,0.0003,0.0998,0.1001
../data/train/3345840125771689023,0.0003,0.0998,0.1002
../data/train/9155979547098748557,0.0015,0.0999,0.1014
../data/train/6010196555988121266,0.0004,0.0999,0.1002
../data/train/9166834057606866630,0.0008,0.0999,0.1007
../data/train/9166538510416894626,0.0005,0.0999,0.1004
../data/train/5466381019807387489,0.0004,0.0999,0.1003
../data/train/5669851146923348792,0.0007,0.0999,0.1006
../data/validation/5573596633460403812,0.0007,0.0999,0.1006
../data/train/6838687557490801536,0.0003,0.0999,0.1002
../data/train/183768531394636781,0.0004,0.0999,0.1003
../data/train/6003076590517217150,0.0008,0.0999,0.1007
../data/train/7146257243040115798,0.0003,0.0999,0.1002
../data/train/1223918565635404348,0.0007,0.0999,0.1006
../data/train/5998166525432037955,0.0005,0.0999,0.1004
../data/train/4217347569584924279,0.0005,0.0999,0.1004
../data/train/4782783566159500323,0.0004,0.0999,0.1003
../data/train/3666671566332385945,0.0002,0.0999,0.1001
../data/train/3094051442817245075,0.0006,0.0999,0.1005
../data/train/1726696885878058776,0.0022,0.0999,0.1022
../data/train/365047134915646277,0.0007,0.0999,0.1006
../data/train/4281237791474206985,0.0005,0.0999,0.1004
../data/train/1274217309847258022,0.0005,0.0999,0.1004
../data/train/2045142837970069562,0.0006,0.0999,0.1005
../data/train/1680695504512618997,0.0004,0.0999,0.1003
../data/validation/9159328643714950318,0.0004,0.0999,0.1003
../data/train/6833053182132133262,0.0008,0.0999,0.1007
../data/train/855791118207380172,0.0004,0.0999,0.1003
../data/train/627974071430353759,0.0004,0.0999,0.1003
../data/train/3531069910856033794,0.0008,0.0999,0.1006
../data/train/4383308268097028060,0.0003,0.0999,0.1002
../data/train/7829732747473081199,0.0025,0.0999,0.1024
../data/train/2559262649097972277,0.0022,0.0999,0.1021
../data/train/6844029508054388172,0.0004,0.0999,0.1004
../data/train/217255253055395866,0.0003,0.0999,0.1001
../data/train/6847062124383076377,0.001,0.0999,0.1009
../data/train/3909945760422971044,0.0007,0.0999,0.1006
../data/train/9042372718221296562,0.0003,0.0999,0.1002
../data/train/3243151598518510265,0.0005,0.0999,0.1004
../data/train/7157853524823139559,0.0006,0.0999,0.1005
../data/train/2925788767991878743,0.0006,0.0999,0.1005
../data/train/9175880718388651258,0.0003,0.0999,0.1002
../data/train/4792086355519759054,0.0008,0.0999,0.1006
../data/train/8071398897946528946,0.0005,0.0999,0.1004
../data/train/6698780603759096761,0.0008,0.0999,0.1008
../data/train/3179002003712255773,0.0004,0.0999,0.1003
../data/validation/3810913652257967217,0.0003,0.0999,0.1002
../data/train/7166887661188449097,0.0008,0.0999,0.1007
../data/train/2045946290430522582,0.001,0.0999,0.1009
../data/train/8769176631880414288,0.0004,0.0999,0.1003
../data/train/7273938191373012963,0.0007,0.0999,0.1006
../data/train/4038693958207775023,0.0004,0.0999,0.1003
../data/train/3914895558376345552,0.0006,0.0999,0.1005
../data/train/3399611218300217520,0.0009,0.0999,0.1008
../data/train/2046920103813537546,0.0007,0.0999,0.1007
../data/train/1682592779786685341,0.0009,0.0999,0.1009
../data/train/7829846293321768429,0.0018,0.0999,0.1017
../data/train/5686410868284870150,0.0004,0.0999,0.1003
../data/train/217212953901953965,0.0003,0.0999,0.1002
../data/train/2720145033981018498,0.0003,0.0999,0.1002
../data/train/478733201392251778,0.0004,0.0999,0.1003
../data/train/7258328477920930569,0.0006,0.0999,0.1005
../data/train/3091921081077702647,0.0015,0.0999,0.1014
../data/train/3978182059566168835,0.0007,0.0999,0.1006
../data/train/9111298099309546887,0.0008,0.0999,0.1007
../data/train/2182836355929703933,0.0005,0.0999,0.1004
../data/train/8183551258440774565,0.0005,0.0999,0.1004
../data/train/5573864909638316678,0.0003,0.0999,0.1002
../data/train/6260314952954041580,0.0003,0.0999,0.1002
../data/train/2698160291732089894,0.0005,0.0999,0.1004
../data/validation/431513586318556919,0.0012,0.0999,0.1011
../data/train/2667418015263421156,0.0006,0.0999,0.1005
../data/train/8681438480481822680,0.0005,0.0999,0.1004
../data/train/2699546411323137322,0.0007,0.0999,0.1006
../data/train/6768255172961301162,0.0011,0.0999,0.101
../data/train/269990919051535241,0.0012,0.0999,0.1012
../data/train/1842687531218871097,0.0004,0.0999,0.1003
../data/train/6803268095535161474,0.0008,0.0999,0.1007
../data/train/5986975444941545899,0.0003,0.0999,0.1002
../data/train/6764305098765729070,0.0005,0.0999,0.1004
../data/train/624263041138075333,0.0005,0.0999,0.1003
../data/train/6810497159859829589,0.0013,0.0999,0.1011
../data/train/1698572326673136569,0.0003,0.0999,0.1002
../data/train/7799624973185372156,0.0011,0.0999,0.101
../data/train/3595062651259662365,0.0006,0.0999,0.1005
../data/train/8532897455929485585,0.0003,0.0999,0.1002
../data/train/3555696842194912939,0.0003,0.0999,0.1002
../data/train/9089462450436449774,0.001,0.0999,0.1009
../data/train/6776110665440196868,0.0013,0.0999,0.1012
../data/train/1662530626984686091,0.0015,0.0999,0.1014
../data/validation/5222553111874314819,0.0007,0.0999,0.1006
../data/validation/4669697723126872416,0.0011,0.0999,0.101
../data/validation/4400114947858812114,0.0003,0.0999,0.1001
../data/train/3378298714857307839,0.0003,0.0999,0.1002
../data/train/4326677509020954479,0.0007,0.0999,0.1006
../data/train/7736550576638157629,0.001,0.0999,0.1009
../data/train/4883148189127334081,0.0002,0.0999,0.1001
../data/train/9106999695882099971,0.0008,0.0999,0.1007
../data/train/3962861059184039179,0.0003,0.0999,0.1002
../data/train/9108461556724946186,0.0002,0.0999,0.1001
../data/train/8118183457996354931,0.0006,0.0999,0.1006
../data/train/1343802642181881977,0.0014,0.0999,0.1013
../data/train/8543320575500167576,0.0005,0.0999,0.1003
../data/train/2950452542436079322,0.001,0.0999,0.1009
../data/train/3997827613033060791,0.0024,0.0999,0.1023
../data/train/4351291787635951736,0.0005,0.0999,0.1003
../data/train/1718716294155992023,0.0004,0.0999,0.1003
../data/train/3539510717852759294,0.0009,0.0999,0.1008
../data/train/4824067726745470541,0.0003,0.0999,0.1001
../data/train/186462420707260429,0.0004,0.0999,0.1003
../data/train/2555966780388568988,0.0006,0.0999,0.1005
../data/train/3540199565652144233,0.0002,0.0999,0.1001
../data/train/3539381436845688460,0.0006,0.0999,0.1005
../data/train/255613327771182043,0.0011,0.0999,0.101
../data/train/3576563701354462426,0.0003,0.0999,0.1001
../data/train/4821415327502851751,0.0016,0.0999,0.1015
../data/train/2375626243762379736,0.0003,0.0999,0.1002
../data/train/8377000770981591932,0.0006,0.0999,0.1004
../data/train/4928442809084502595,0.0004,0.0999,0.1004
../data/train/1881447211010091698,0.0029,0.0999,0.1029
../data/validation/409386381453506910,0.0011,0.0999,0.1009
../data/train/3192263247127725447,0.0004,0.0999,0.1004
../data/train/49188148121808887,0.0006,0.0999,0.1005
../data/validation/5127017725002298218,0.0006,0.0999,0.1005
../data/train/3968117650371878632,0.0007,0.0999,0.1006
../data/train/6819772091199863527,0.0005,0.0999,0.1004
../data/train/4834522723532093949,0.0012,0.0999,0.1012
../data/train/5660788480503528462,0.0003,0.0999,0.1002
../data/validation/4222291314771715313,0.0006,0.0999,0.1006
../data/train/7181434378644008854,0.0002,0.0999,0.1001
../data/train/6236877025542343240,0.0004,0.0999,0.1003
../data/validation/9069085390192700813,0.0004,0.0999,0.1003
../data/train/6470712920935383684,0.0003,0.0999,0.1002
../data/train/549403153101499825,0.0006,0.0999,0.1005
../data/train/8143193323835790324,0.0006,0.0999,0.1005
../data/train/1328188677473197560,0.0007,0.0999,0.1006
../data/train/5583249223968799627,0.0006,0.0999,0.1005
../data/train/3579219949334111773,0.0015,0.0999,0.1014
../data/train/914301513842536563,0.0009,0.0999,0.1008
../data/train/3384414492773180099,0.0005,0.0999,0.1003
../data/train/8719856927841719061,0.0011,0.0999,0.101
../data/train/3402772693950098142,0.0007,0.0999,0.1006
../data/train/1596987579618517950,0.0004,0.0999,0.1002
../data/train/985232280291526299,0.0016,0.0999,0.1015
../data/train/4602613830898582655,0.0003,0.0999,0.1002
../data/train/4158802976753925436,0.0002,0.0999,0.1001
../data/train/5802358212610429178,0.0003,0.0999,0.1002
../data/train/8298292821708002567,0.0005,0.0999,0.1003
../data/train/2995356708628174840,0.0006,0.0999,0.1005
../data/train/6338459445938089772,0.0004,0.0999,0.1002
../data/train/1547026526939026296,0.0007,0.0999,0.1007
../data/train/2597285030141242843,0.0004,0.0999,0.1004
../data/train/8470729753352848079,0.0004,0.0999,0.1003
../data/train/1123732328679673294,0.0004,0.0999,0.1003
../data/train/8258634331258636389,0.001,0.0999,0.1009
../data/train/5271924901091125642,0.0009,0.0999,0.1008
../data/train/2820529228351340099,0.0007,0.0999,0.1006
../data/train/2443519898687725487,0.0016,0.0999,0.1016
../data/train/1803073622251799336,0.0006,0.0999,0.1006
../data/train/3805074737563470732,0.0005,0.0999,0.1005
../data/train/6107742694376599299,0.0015,0.0999,0.1014
../data/validation/2037697183760815618,0.0003,0.0999,0.1002
../data/train/6161330890374660489,0.0003,0.0999,0.1002
../data/train/8910676258400359831,0.0003,0.0999,0.1001
../data/train/7380647150260569422,0.0002,0.0999,0.1001
../data/train/5854783922995505183,0.0005,0.0999,0.1005
../data/train/2272871838590838299,0.0005,0.0999,0.1004
../data/train/4134048204300128634,0.0005,0.0999,0.1004
../data/train/7343524051489848920,0.0009,0.0999,0.1008
../data/train/5171763585425639269,0.0003,0.0999,0.1002
../data/train/4094287081321074096,0.0003,0.0999,0.1002
../data/train/969916469819023970,0.0004,0.0999,0.1003
../data/train/2798427475285718788,0.0005,0.0999,0.1003
../data/validation/157778554661912416,0.0007,0.0999,0.1006
../data/validation/2653229616086638713,0.0005,0.0999,0.1003
../data/train/3737936714246412954,0.0006,0.0999,0.1004
../data/train/7927247435594864835,0.0005,0.0999,0.1004
../data/train/2003754853016122487,0.0005,0.0999,0.1004
../data/train/1811311780965165064,0.0006,0.0999,0.1005
../data/train/209288117450431096,0.0002,0.0999,0.1001
../data/validation/261569982519063910,0.0011,0.0999,0.101
../data/train/4532561547032336744,0.0003,0.0999,0.1002
../data/train/8581685301618355475,0.0007,0.0999,0.1006
../data/train/508433819882274889,0.0003,0.0999,0.1002
../data/train/2829674553563934229,0.0014,0.0999,0.1013
../data/train/1370138410243897125,0.0005,0.0999,0.1004
../data/train/5857073736785750826,0.0011,0.0999,0.101
../data/train/1184450083466230265,0.0006,0.0999,0.1005
../data/train/5119676630802410951,0.0007,0.0999,0.1006
../data/validation/2345010114076742715,0.0005,0.0999,0.1004
../data/train/7332528165333731342,0.0004,0.0999,0.1003
../data/train/5218397956883527095,0.0004,0.0999,0.1003
../data/train/3815313573763857551,0.0006,0.0999,0.1005
../data/train/6989256350721014258,0.0008,0.0999,0.1006
../data/train/4509601437591864051,0.0005,0.0999,0.1003
../data/train/7329019842745344859,0.001,0.0999,0.1009
../data/train/2461183865670535683,0.0003,0.0999,0.1002
../data/validation/2137289049022536114,0.0008,0.0999,0.1007
../data/train/5140754127692673069,0.0004,0.0999,0.1003
../data/train/2460270252287442088,0.001,0.0999,0.1009
../data/train/7002744772880571284,0.0009,0.0999,0.1008
../data/train/5143167120660465558,0.0005,0.0999,0.1004
../data/train/7364937888750805371,0.0006,0.0999,0.1005
../data/train/1515919796350357940,0.0002,0.0999,0.1001
../data/train/45607936615499647,0.0012,0.0999,0.1011
../data/train/3777241104187609765,0.0004,0.0999,0.1003
../data/validation/209283070754464712,0.0002,0.0999,0.1001
../data/train/2610097288760039193,0.0007,0.0999,0.1006
../data/train/5794420462522054533,0.0019,0.0999,0.1019
../data/train/3821805318886967894,0.0006,0.0999,0.1005
../data/train/2109254086182529690,0.0005,0.0999,0.1004
../data/validation/1286875676171050619,0.0014,0.0999,0.1013
../data/train/3786583033842319961,0.0009,0.0999,0.1008
../data/train/1457724398784743664,0.0004,0.0999,0.1003
../data/train/2469390254164456360,0.0004,0.0999,0.1003
../data/train/5841959900089255288,0.0002,0.0999,0.1001
../data/train/3759601622870292653,0.0003,0.0999,0.1002
../data/validation/736231716120790815,0.0003,0.0999,0.1002
../data/train/6157890075596441166,0.0008,0.0999,0.1007
../data/train/6964215523380718850,0.0007,0.0999,0.1006
../data/train/6628624060814805093,0.0006,0.0999,0.1006
../data/train/232172774299020030,0.0003,0.0999,0.1001
../data/train/2287944912139537249,0.0005,0.0999,0.1004
../data/train/5126997012941816489,0.0003,0.0999,0.1002
../data/train/2319747724062812182,0.001,0.0999,0.101
../data/train/4114409793574804165,0.0015,0.0999,0.1014
../data/train/5132245058636675149,0.0005,0.0999,0.1004
../data/train/2289318072804805975,0.0005,0.0999,0.1003
../data/train/3771631410471414937,0.0061,0.0999,0.106
../data/train/1479036937856347275,0.0006,0.0999,0.1005
../data/train/5137113534881283892,0.0019,0.0999,0.1018
../data/train/7039135465683798029,0.0005,0.0999,0.1004
../data/train/5835938944989717096,0.0003,0.0999,0.1002
../data/train/3305689057615181624,0.0007,0.0999,0.1006
../data/train/3848565055073359796,0.0029,0.0999,0.1028
../data/train/2263857748288338692,0.0007,0.0999,0.1006
../data/validation/8148762842464611919,0.0005,0.0999,0.1004
../data/train/2245982367105514540,0.0006,0.0999,0.1005
../data/train/499558745201531661,0.0003,0.0999,0.1001
../data/train/5812389417639134036,0.0004,0.0999,0.1003
../data/train/4051251073827285163,0.0007,0.0999,0.1006
../data/train/4419945164868896437,0.0017,0.0999,0.1017
../data/train/5186092540379718024,0.0003,0.0999,0.1001
../data/train/4997225891115751335,0.0009,0.0999,0.1008
../data/validation/1660619172490339810,0.0016,0.0999,0.1015
../data/validation/3373700671765257413,0.0005,0.0999,0.1004
../data/train/1594606226344739630,0.0004,0.0999,0.1003
../data/train/5715545566729321173,0.0004,0.0999,0.1003
../data/train/1391687199957855334,0.0003,0.0999,0.1002
../data/train/5885075007243720247,0.0011,0.0999,0.1011
../data/train/6689714383942840777,0.0004,0.0999,0.1002
../data/train/4431266011290181740,0.0006,0.0999,0.1005
../data/train/1079516334202361531,0.0021,0.0999,0.102
../data/train/2344436126139952547,0.0003,0.0999,0.1001
../data/validation/2693860474586857615,0.0008,0.0999,0.1007
../data/train/1500065181521592880,0.0004,0.0999,0.1003
../data/train/2748583149913458564,0.0006,0.0999,0.1005
../data/train/7591348669209315570,0.001,0.0999,0.1009
../data/train/1921397541848036888,0.0005,0.0999,0.1005
../data/train/2877846755669599147,0.0006,0.0999,0.1005
../data/train/191981737922919086,0.0018,0.0999,0.1017
../data/train/6696325900840524621,0.0002,0.0999,0.1001
../data/train/6859833115544761339,0.0006,0.0999,0.1005
../data/train/3407990381662403329,0.0006,0.0999,0.1005
../data/train/896855245557169032,0.0004,0.0999,0.1003
../data/train/6695236192486943170,0.0009,0.0999,0.1009
../data/train/4039707061990102437,0.0007,0.0999,0.1006
../data/train/4041292157946097128,0.0008,0.0999,0.1007
../data/train/2795620546597132866,0.0003,0.0999,0.1002
../data/train/3672479406362659585,0.0006,0.0999,0.1005
../data/train/3675887216684410056,0.0003,0.0999,0.1002
../data/validation/5751149956936371113,0.0004,0.0999,0.1003
../data/train/8866468747481246980,0.0004,0.0999,0.1003
../data/train/1914533798216912356,0.0008,0.0999,0.1007
../data/train/2429017225707976542,0.0003,0.0999,0.1002
../data/train/8415696080879297249,0.0007,0.0999,0.1006
../data/train/4989841367546016446,0.0017,0.0999,0.1016
../data/train/5414324646447969626,0.0006,0.0999,0.1005
../data/train/5177950885318967037,0.0006,0.0999,0.1005
../data/validation/3245223643305813911,0.0003,0.0999,0.1001
../data/train/8948076155901081264,0.0003,0.0999,0.1001
../data/train/3698242541840194625,0.0003,0.0999,0.1002
../data/train/5034725339629322143,0.0006,0.0999,0.1005
../data/train/2643784922979300684,0.0004,0.0999,0.1003
../data/train/7302323418458093367,0.0003,0.0999,0.1002
../data/validation/2874618480475675216,0.0003,0.0999,0.1002
../data/train/7304463467452199020,0.0005,0.0999,0.1004
../data/validation/6168249215903404710,0.001,0.0999,0.1009
../data/train/5188922182265887843,0.0013,0.0999,0.1012
../data/train/6912393813957347237,0.0007,0.0999,0.1006
../data/train/7864464635587249226,0.0018,0.0999,0.1017
../data/train/6666968597896233328,0.0013,0.0999,0.1012
../data/train/4173680462695149944,0.0006,0.0999,0.1005
../data/train/8426362772260471754,0.0015,0.0999,0.1015
../data/train/617198038562845425,0.0003,0.0999,0.1002
../data/train/2262141074572412522,0.0003,0.0999,0.1001
../data/train/1570979462297423227,0.0003,0.0999,0.1001
../data/train/3168448033869581547,0.0004,0.0999,0.1003
../data/train/7876897893364093969,0.0003,0.0999,0.1001
../data/train/5067086910247015737,0.0014,0.0999,0.1014
../data/train/2483215875668320557,0.0003,0.0999,0.1002
../data/train/3870768493658715531,0.0004,0.0999,0.1003
../data/train/1417252750523156996,0.0006,0.0999,0.1004
../data/train/3268328062744664750,0.0006,0.0999,0.1005
../data/train/4670220516865026932,0.0003,0.0999,0.1002
../data/train/6890839808727448432,0.001,0.0999,0.1009
../data/train/4434364355854018784,0.0013,0.0999,0.1013
../data/validation/3230980629484442411,0.001,0.0999,0.101
../data/train/8944193494436601377,0.0005,0.0999,0.1003
../data/train/6892033857992160744,0.0009,0.0999,0.1009
../data/train/4549466446246046247,0.0003,0.0999,0.1002
../data/train/1582370960997299879,0.0005,0.0999,0.1004
../data/train/5357595204531436945,0.0032,0.0999,0.1031
../data/train/4180902680761200226,0.0003,0.0999,0.1001
../data/train/2857965690898974793,0.001,0.0999,0.1009
../data/train/5730908960338806545,0.0007,0.0999,0.1006
../data/train/6079822257097806546,0.0005,0.0999,0.1003
../data/train/2974434191885209141,0.0007,0.0999,0.1005
../data/train/769371904607211041,0.0018,0.0999,0.1016
../data/validation/7869401056039005010,0.0006,0.0999,0.1005
../data/train/2796986904585152589,0.0005,0.0999,0.1004
../data/train/6416323327566331252,0.0007,0.0999,0.1006
../data/train/2298961012802429871,0.001,0.0999,0.101
../data/train/8716659574594778345,0.0038,0.1,0.1037
../data/train/8523594310126720437,0.0011,0.1,0.1011
../data/train/7344935553655346625,0.0008,0.1,0.1007
../data/train/7537110532742031857,0.0018,0.1,0.1018
../data/train/1511594249019595383,0.0019,0.1,0.1019
../data/train/1280941849044257396,0.0017,0.1,0.1017
../data/train/8153052889216038936,0.0008,0.1,0.1008
../data/train/5692284787307859069,0.0008,0.1,0.1007
../data/train/1690630865214490760,0.0009,0.1,0.1008
../data/validation/4211885023991029914,0.0014,0.1,0.1013
../data/train/1187528455773979331,0.0049,0.1,0.1049
../data/train/5357713588840058862,0.0093,0.1,0.1093
../data/train/8992429094332541582,0.0013,0.1,0.1012
../data/train/1749035374286131969,0.0013,0.1,0.1013
../data/train/1595008208127698499,0.0011,0.1,0.1011
../data/train/5659700193955326761,0.0013,0.1,0.1013
../data/train/7704468428327965049,0.001,0.1,0.1009
../data/train/7126525045481422720,0.0011,0.1,0.1011
../data/train/5678945946006284287,0.0013,0.1,0.1012
../data/validation/5644499949408336412,0.001,0.1,0.101
../data/train/5422535270588436630,0.0008,0.1,0.1008
../data/train/6212960841743805351,0.0026,0.1,0.1025
../data/train/2500390638733873149,0.0014,0.1,0.1014
../data/train/5710148080347308297,0.0013,0.1,0.1012
../data/train/837481821727803057,0.0016,0.1,0.1016
../data/train/1428714963551147263,0.0021,0.1,0.1021
../data/train/5312120782509849641,0.0013,0.1,0.1013
../data/train/1516893625536149130,0.0012,0.1,0.1012
../data/train/1775261217777999543,0.0022,0.1,0.1021
../data/train/4771149764547385236,0.0027,0.1,0.1027
../data/train/1874632324581623138,0.0021,0.1,0.1021
../data/train/1667162139855188577,0.0022,0.1,0.1022
../data/train/750792414685345261,0.0037,0.1,0.1037
../data/train/7807309590349523766,0.0014,0.1,0.1014
../data/train/601896707915910394,0.001,0.1,0.1009
../data/train/7381169376383873678,0.0009,0.1,0.1008
../data/train/33763174908501845,0.0013,0.1,0.1013
../data/train/6948924500487618140,0.0016,0.1,0.1016
../data/train/7489007165173733327,0.0008,0.1,0.1008
../data/validation/7690038934610824215,0.0019,0.1,0.1019
../data/train/1644734281504748124,0.0011,0.1,0.101
../data/validation/454082189450276611,0.001,0.1,0.1009
../data/validation/1766098420101542716,0.0028,0.1,0.1028
